/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          46253152
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          45093473
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          46353892
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52498853
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          56885678
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          51935974
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          74708045
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          44437394
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44430304
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          45865992
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52290744
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          57413387
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          51277125
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          71102930
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          44223934
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44341544
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          45854071
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52335284
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          56991377
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          50744686
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          70679631
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          44255633
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44418164
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          45941151
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52507723
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          57313667
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          50820236
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          71396569
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          45368692
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44526094
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          45882132
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52342493
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          56695298
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          50558936
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          70965459
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          44250994
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44685093
/home/zom/graphs/dblp-2010      	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	          46170651
/home/zom/graphs/dblp-2010      	roaring::treemap::RoaringTreemap                                                                                        	          52096294
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	          56737257
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	          50407756
/home/zom/graphs/dblp-2010      	std::collections::hash::set::HashSet<usize>                                                                             	          70435900
/home/zom/graphs/dblp-2010      	sux::bits::bit_vec::BitVec                                                                                              	          44347373
/home/zom/graphs/dblp-2010      	alloc::vec::Vec<bool>                                                                                                   	          44482144
