1	/dfd/graphs/dblp-2010           	sux::bits::bit_vec::BitVec                                                                                              	             16710
1	/dfd/graphs/dblp-2010           	alloc::vec::Vec<bool>                                                                                                   	             59621
1	/dfd/graphs/dblp-2010           	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	             10520
1	/dfd/graphs/dblp-2010           	roaring::treemap::RoaringTreemap                                                                                        	              7520
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	              9600
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	              5760
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, wyhash::v1::traits::WyHasherBuilder>                                        	              5830
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<rapidhash::rapid_hasher::RapidHasher>>       	              5830
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, xxhash_rust::xxh3::Xxh3DefaultBuilder>                                      	              8511
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize>                                                                             	              8130
1	/dfd/graphs/dblp-2010           	alloc::collections::btree::set::BTreeSet<usize>                                                                         	              8240

1	/dfd/graphs/dblp-2010           	sux::bits::bit_vec::BitVec                                                                                              	             41841
1	/dfd/graphs/dblp-2010           	alloc::vec::Vec<bool>                                                                                                   	             80241
1	/dfd/graphs/dblp-2010           	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	             17410
1	/dfd/graphs/dblp-2010           	roaring::treemap::RoaringTreemap                                                                                        	             15650
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	             12941
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	             10580
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, wyhash::v1::traits::WyHasherBuilder>                                        	             10900
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<rapidhash::rapid_hasher::RapidHasher>>       	             10720
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, xxhash_rust::xxh3::Xxh3DefaultBuilder>                                      	             15580
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize>                                                                             	             17080
1	/dfd/graphs/dblp-2010           	alloc::collections::btree::set::BTreeSet<usize>                                                                         	             19801

1	/dfd/graphs/dblp-2010           	sux::bits::bit_vec::BitVec                                                                                              	              1410
1	/dfd/graphs/dblp-2010           	alloc::vec::Vec<bool>                                                                                                   	             42061
1	/dfd/graphs/dblp-2010           	bfs_bench::adaptive_node_set::AdaptiveNodeSet                                                                           	               750
1	/dfd/graphs/dblp-2010           	roaring::treemap::RoaringTreemap                                                                                        	               950
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<ahash::aes_hash::AHasher>>                   	               750
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<fxhash::FxHasher>>                           	               680
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, wyhash::v1::traits::WyHasherBuilder>                                        	               710
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, core::hash::BuildHasherDefault<rapidhash::rapid_hasher::RapidHasher>>       	               700
1	/dfd/graphs/dblp-2010           	std::collections::hash::set::HashSet<usize, xxhash_rust::xxh3::Xxh3DefaultBuilder>                                      	               920
